wave,id,risk,offer_rate,photo_female,photo_none,intshown,suggest_use,special_offer,applied
1,302,High,11.11,0,0,1,1,1,0
1,303,High,9.69,0,0,1,0,1,0
1,304,High,7.77,0,0,1,0,1,0
1,305,High,11,0,1,1,1,1,0
1,306,High,8.19,1,0,0,1,1,0
1,307,High,3.49,1,0,0,0,1,0
1,308,High,11.75,0,0,1,1,1,0
1,309,High,11,0,0,1,1,1,0
1,310,Low,7,1,0,1,1,1,0
1,311,Low,7.75,0,0,1,1,1,1
1,312,High,7.75,0,0,1,1,1,0
1,313,High,11.69,0,0,1,1,1,0
1,314,Low,7.49,1,0,0,0,1,0
1,315,Low,4.44,0,0,1,1,1,0
1,316,Low,3.25,0,0,1,1,1,0
1,317,High,5.49,1,0,1,0,1,0
1,318,High,10.49,1,0,1,1,1,0
1,319,Low,3.49,0,0,1,0,1,0
1,320,High,3.49,1,0,1,0,1,0
1,321,High,5.55,0,1,1,1,1,0
1,322,High,10,0,0,0,1,1,0
1,323,High,7.49,1,0,1,0,1,0
1,324,High,9.49,0,0,1,1,1,0
1,325,High,9.69,1,0,1,1,1,0
1,326,High,10.5,0,1,1,0,1,0
1,327,Low,5.5,1,0,1,1,1,0
1,328,Low,6.99,1,0,0,0,1,1
1,329,High,9.49,0,0,1,1,1,1
1,330,High,10.49,1,0,1,0,1,0
1,331,High,11.69,1,0,1,0,1,0
1,332,High,7,0,0,1,1,1,0
1,333,High,10,1,0,1,1,1,0
1,334,High,6,1,0,1,1,1,0
1,335,High,6.99,0,0,1,0,1,0
1,336,High,10.99,0,1,1,1,1,0
1,337,High,5.99,0,1,1,1,1,0
1,338,High,11.69,0,0,1,1,1,0
1,339,High,10,0,0,1,1,1,0
1,340,High,11.75,0,0,1,0,1,0
1,341,Low,7.25,1,0,1,1,1,0
1,342,High,5.49,1,0,1,0,1,0
1,343,High,9.69,0,0,1,1,1,0
1,344,High,8.5,0,1,1,1,1,1
1,345,High,7.5,0,1,1,1,1,0
1,346,High,3.25,0,0,0,1,1,1
1,347,High,9.25,0,0,1,1,1,0
1,348,High,9.25,1,0,1,1,1,0
1,349,High,8.99,1,0,0,1,1,0
1,350,High,11,0,0,1,0,1,1
1,351,High,7.77,0,0,0,1,1,0
1,352,High,9.49,0,1,1,1,1,0
1,353,High,10.49,0,0,1,0,1,0
1,354,Medium,9.25,0,0,0,1,1,1
1,355,High,11.19,1,0,1,1,1,0
1,356,High,6.99,0,0,1,1,1,0
1,357,Medium,7.25,0,0,1,0,1,0
1,358,High,9.99,0,0,0,1,1,0
1,359,Medium,9,1,0,1,0,1,1
1,360,Low,6,0,1,1,1,1,0
1,361,High,4.5,1,0,1,1,1,0
1,362,High,5.49,0,0,1,1,1,0
1,363,High,6.99,0,1,1,1,1,0
1,364,Low,7.5,1,0,1,0,1,1
1,365,Low,5.49,0,0,0,1,1,1
1,366,Low,6.75,1,0,1,1,1,0
1,367,High,6.99,0,1,1,1,1,0
1,368,High,8,0,0,1,1,1,0
1,369,Low,4,1,0,1,1,1,1
1,370,High,11.19,0,0,1,1,1,0
1,371,High,6.5,1,0,1,1,1,0
1,372,Low,6,0,0,1,0,1,1
1,373,High,11.19,0,0,1,1,1,0
1,374,Low,6.99,0,0,1,1,1,0
1,375,High,9.75,0,0,0,0,1,0
1,376,High,9.25,0,0,1,1,1,0
1,377,High,7,1,0,1,1,1,0
1,378,High,5.49,0,0,1,1,1,0
1,379,Low,3.49,1,0,1,1,1,0
1,380,Medium,5.99,0,0,1,0,1,0
1,381,High,7.75,0,0,1,0,1,0
1,382,High,7,0,0,0,1,1,0
1,383,High,8.880000000000001,1,0,1,0,1,0
1,384,Medium,8.99,0,0,1,1,1,1
1,385,High,6.5,1,0,1,1,1,0
1,386,High,10.99,1,0,0,1,1,0
1,387,Low,6.99,0,1,1,1,1,0
1,388,Medium,6.75,0,1,1,1,1,0
1,389,High,7.25,0,1,1,0,1,0
1,390,Low,7,1,0,1,1,1,0
1,391,High,7.5,0,0,1,0,1,0
1,392,High,7.25,0,0,1,1,1,0
1,393,High,5.55,0,0,1,0,1,1
1,394,High,8.99,0,1,1,1,1,0
1,395,High,5.49,1,0,1,0,1,0
1,396,High,10.99,0,0,0,1,1,0
1,397,High,4.44,0,1,0,0,1,0
1,398,Low,5,0,0,0,0,1,1
1,399,High,8.5,1,0,1,1,1,0
1,400,High,11.69,1,0,0,1,1,0
1,401,Medium,8,1,0,1,1,1,0
1,402,High,4.49,0,1,1,1,1,1
1,403,High,6.99,1,0,1,1,1,0
1,404,High,3.49,0,1,1,1,1,0
1,405,High,11.11,1,0,1,1,1,0
1,406,High,8.99,0,0,1,1,1,1
1,407,High,6,0,0,1,0,1,0
1,408,High,11.19,1,0,1,0,1,0
1,409,Medium,7.77,1,0,1,1,1,1
1,410,Low,7.5,0,0,1,1,1,0
1,411,High,7.49,0,0,1,1,1,0
1,412,High,6.75,1,0,0,1,1,0
1,413,High,5.55,1,0,1,1,1,0
1,414,High,7.99,0,0,1,1,1,0
1,415,High,7.49,0,0,0,1,1,1
1,416,High,3.49,1,0,0,1,1,0
1,417,Low,5.49,0,0,0,0,1,0
1,418,High,11.69,1,0,0,0,1,0
1,419,High,5,1,0,1,1,1,0
1,420,High,5.55,0,0,1,1,1,0
1,421,High,7.25,0,0,1,0,1,0
1,422,Low,5.99,1,0,0,0,1,0
1,423,High,11,1,0,1,1,1,0
1,424,High,11.11,0,0,1,1,1,0
1,425,High,6.75,0,0,0,1,1,0
1,426,Low,7.49,0,0,0,0,1,1
1,427,High,11,1,0,0,1,1,0
1,428,High,4.49,1,0,1,1,1,0
1,429,High,9.69,0,0,1,1,1,0
1,430,Low,5.55,0,0,1,1,1,0
1,431,High,4.44,0,0,1,1,1,0
1,432,Low,7.25,0,0,1,0,1,0
1,433,High,3.99,0,0,0,0,1,0
1,434,High,3.99,0,0,0,1,1,0
1,435,Low,3.49,0,0,1,1,1,0
1,436,High,5,1,0,0,1,1,1
1,437,High,7.5,0,0,1,0,1,0
1,438,Medium,9,1,0,1,1,1,0
1,439,High,8,0,0,1,1,1,0
1,440,High,11.19,0,0,1,1,1,0
1,441,High,11.69,1,0,1,0,1,0
1,442,High,11.69,1,0,1,0,1,0
1,443,Low,5.55,0,0,1,1,1,0
1,444,High,10.49,0,1,1,0,1,0
1,445,High,9.75,0,0,1,1,1,0
1,446,Medium,8.880000000000001,1,0,1,1,1,0
1,447,High,11.11,1,0,1,0,1,0
1,448,High,4,0,1,0,1,1,0
1,449,High,10.5,0,0,1,0,1,0
1,450,High,11.19,0,0,1,1,1,0
1,451,Low,4.99,0,1,1,1,1,0
1,452,High,10.49,0,0,1,1,1,1
1,453,High,11.69,1,0,1,1,1,0
1,454,High,3.49,0,0,1,0,1,1
1,455,High,7,1,0,1,1,1,0
1,456,High,6.99,0,1,1,1,1,0
1,457,High,6,1,0,0,1,1,0
1,458,High,5.99,0,0,1,0,1,0
1,459,High,4.44,1,0,1,1,1,0
1,460,High,10.99,0,0,0,1,1,0
1,461,High,11.75,0,1,1,1,1,1
1,462,Low,7.25,1,0,1,1,1,0
1,463,Low,4.49,0,0,1,1,1,0
1,464,High,9,0,0,0,1,1,0
1,465,High,8,0,1,1,1,1,0
1,466,Medium,7.49,1,0,1,1,1,0
1,467,High,8,0,0,1,0,1,0
1,468,High,3.99,0,0,1,1,1,0
1,469,High,3.5,1,0,0,1,1,0
1,470,Low,7,0,1,1,1,1,0
1,471,High,9,1,0,1,1,1,0
1,472,Low,5.5,0,0,1,1,1,0
1,473,High,11.19,0,0,1,1,1,0
1,474,High,9.69,0,0,1,0,1,0
1,475,Low,4.49,0,1,1,1,1,0
1,476,Low,7.5,0,1,1,1,1,0
1,477,High,11,1,0,1,1,1,0
1,478,High,4.99,0,0,1,1,1,0
1,479,High,8.5,1,0,1,1,1,0
1,480,High,9,1,0,0,1,1,0
1,481,High,8.19,1,0,1,1,1,0
1,482,High,5.5,1,0,0,1,1,0
1,483,High,9.99,1,0,0,0,1,0
1,484,High,9.69,0,1,1,1,1,0
1,485,High,11.11,0,0,1,1,1,0
1,486,High,3.5,1,0,1,1,1,1
1,487,High,8.99,0,0,0,1,1,0
1,488,Low,7.5,0,0,1,1,1,0
1,489,High,7.49,0,1,1,1,1,0
1,490,Low,7.75,0,0,1,1,1,0
1,491,High,9.49,1,0,1,1,1,0
1,492,High,7.77,1,0,0,1,1,0
1,493,High,10.25,1,0,1,1,1,0
1,494,High,11.69,0,0,0,0,1,0
1,495,High,8.880000000000001,0,0,0,1,1,0
1,496,High,4.99,0,0,1,1,1,0
1,497,High,5.49,0,0,1,1,1,0
1,498,High,8.99,1,0,1,1,1,0
1,499,High,11.19,1,0,1,1,1,0
1,500,High,7.75,1,0,1,1,1,1
1,501,Low,7.5,0,0,1,1,1,0
1,502,High,10.25,0,0,1,0,1,1
1,503,High,9,0,0,0,1,1,0
1,504,High,8.99,1,0,1,1,1,0
1,505,Low,7.75,1,0,0,1,1,0
1,506,High,10.25,1,0,1,1,1,0
1,507,Low,4.44,0,1,1,1,1,0
1,508,High,8.19,0,0,1,1,1,0
1,509,High,7.49,1,0,1,1,1,0
1,510,High,10.5,0,0,1,1,1,0
1,511,High,11.69,1,0,1,1,1,0
1,512,High,10.99,0,0,1,1,1,0
1,513,Low,6,0,1,1,1,1,0
1,514,High,9.49,0,0,1,0,1,0
1,515,High,6.75,1,0,1,1,1,0
1,516,High,8.19,0,0,0,1,1,0
1,517,Low,6.75,0,0,1,1,1,0
1,518,Low,7.49,1,0,0,1,1,0
1,519,Low,6,0,0,1,1,1,1
1,520,Low,5.49,0,0,1,1,1,0
1,521,High,11.11,0,0,1,1,1,0
1,522,High,5.5,0,1,0,1,1,0
1,523,High,3.5,0,0,1,1,1,0
1,524,High,8.880000000000001,0,0,1,1,1,0
1,525,High,10.99,0,0,1,0,1,0
1,526,Low,3.99,1,0,0,1,1,1
1,527,High,5.99,0,0,1,1,1,1
1,528,High,3.99,1,0,1,1,1,0
1,529,High,9.49,0,0,1,0,1,0
1,530,High,10.99,1,0,1,1,1,0
1,531,High,4.5,1,0,1,0,1,0
1,532,High,11,0,0,1,0,1,0
1,533,Low,4.5,0,0,1,1,1,0
1,534,Low,5.55,0,0,1,1,1,0
1,535,High,11.11,0,0,1,1,1,0
1,536,High,8.5,0,1,1,1,1,1
1,537,High,11.19,1,0,1,1,1,0
1,538,Low,5.5,0,0,1,1,1,0
1,539,High,5.49,1,0,1,1,1,0
1,540,High,7.25,0,1,1,0,1,0
1,541,High,11,0,0,0,1,1,0
1,542,High,9,0,0,1,1,1,0
1,543,High,6.99,0,0,1,1,1,0
1,544,Low,4.99,1,0,1,1,1,0
1,545,High,5.99,0,0,0,1,1,0
1,546,Low,5.49,1,0,1,1,1,0
1,547,Low,4.49,0,1,1,0,1,0
1,548,High,10,1,0,1,1,1,0
1,549,High,11,1,0,1,1,1,0
1,550,Low,3.99,1,0,1,1,1,0
1,551,High,7.75,0,0,0,1,1,0
1,552,High,7.5,1,0,1,1,1,0
1,553,High,10.25,0,1,0,1,1,0
1,554,Low,4.99,1,0,0,1,1,0
1,555,High,10.5,0,0,1,1,1,0
1,556,High,11.69,1,0,0,1,1,0
1,557,High,6.99,1,0,1,0,1,0
1,558,High,11,0,0,1,1,1,0
1,559,High,11.69,0,0,0,1,1,0
1,560,Low,5.49,1,0,1,1,1,0
1,561,High,10,0,1,1,1,1,0
1,562,Low,3.5,1,0,1,0,1,0
1,563,High,7.77,1,0,1,0,1,0
1,564,High,8,1,0,1,1,1,0
1,565,Low,4.49,0,0,0,0,1,0
1,566,High,9.99,0,0,1,0,1,1
1,567,High,7.5,1,0,1,1,1,0
1,568,High,11.75,1,0,1,1,1,0
1,569,Low,5.99,0,0,1,1,1,0
1,570,High,3.5,0,0,1,1,1,1
1,571,High,8.5,1,0,1,1,1,0
1,572,High,10.49,1,0,1,1,1,0
1,573,High,8.880000000000001,1,0,1,1,1,1
1,574,Low,3.99,0,0,1,1,1,0
1,575,High,9.69,1,0,1,1,1,0
1,576,High,10.49,0,1,1,1,1,0
1,577,Low,5.55,0,0,1,0,1,0
1,578,High,6.5,0,1,0,0,1,0
1,579,High,11.11,1,0,1,0,1,0
1,580,High,10,0,0,1,1,1,0
1,581,Low,4,1,0,1,1,1,1
1,582,High,9.69,1,0,1,1,1,0
1,583,High,7.49,0,1,0,1,1,0
1,584,High,7.25,0,0,1,1,1,0
1,585,High,10,0,0,1,1,1,0
1,586,High,9,1,0,1,1,1,0
1,587,Low,7.25,0,0,1,0,1,0
1,588,High,6.5,0,0,1,1,1,1
1,589,Low,5,0,1,1,1,1,0
1,590,High,10,1,0,1,1,1,0
1,591,High,3.99,1,0,1,1,1,0
1,592,High,7.77,0,0,1,1,1,0
1,593,Low,5,1,0,0,1,1,0
1,594,High,3.49,0,1,1,1,1,0
1,595,Low,7.5,0,0,0,0,1,0
1,596,High,8.19,0,1,1,0,1,0
1,597,High,10.5,0,0,1,1,1,0
1,598,Low,5.5,1,0,1,0,1,0
1,599,High,10.99,1,0,1,1,1,0
1,600,Low,6.99,0,1,1,1,1,1
1,601,Medium,9.25,1,0,0,1,1,0
1,602,High,5.5,0,0,1,1,1,0
1,603,Low,7.25,0,0,0,1,1,0
1,604,High,11.19,0,0,1,0,1,0
1,605,High,7.77,1,0,1,1,1,0
1,606,High,5.5,0,0,1,1,1,0
1,607,High,9.69,0,0,1,1,1,0
1,608,Low,3.49,0,0,1,1,1,0
1,609,High,11.75,0,0,1,1,1,0
1,610,High,7,0,1,1,1,1,0
1,611,Low,7.5,0,0,1,1,1,0
1,612,Low,4.49,0,0,1,1,1,0
1,613,High,11.19,1,0,1,1,1,0
1,614,High,11.19,1,0,0,1,1,0
1,615,High,7,0,0,1,1,1,0
1,616,High,9,0,1,1,1,1,0
1,617,Low,7.5,0,1,1,1,1,0
1,618,High,9.49,0,1,1,1,1,0
1,619,High,4.5,1,0,1,1,1,0
1,620,High,7.77,0,0,1,0,1,0
1,621,High,11.19,0,0,0,1,1,0
1,622,Low,4,1,0,1,1,1,0
1,623,High,8.99,1,0,0,1,1,0
1,624,High,7,1,0,1,1,1,1
1,625,High,4.49,0,0,1,1,1,0
1,626,Low,4.49,0,0,1,1,1,0
1,627,Medium,5.49,0,0,1,1,1,0
1,628,High,9,1,0,1,1,1,0
1,629,High,9.99,0,0,1,1,1,0
1,630,High,3.25,1,0,1,1,1,0
